,text,star,app_id,reviewDate,corrected_text,accuracy %
9220,Fantabulous,5,live.ablo,19/03/21,Fantabulous.,0.0
9221,Goood,2,live.ablo,19/03/21,Goood!,0.0
9222,It's a nice app,4,live.ablo,19/03/21,It's a nice app.,75.0
9223,"It's not as good as you see,i only got males while I also want female friends,and I only travel around 5 countries and it's only in Asia or Africa wellllll I want from America even Europe but I need the coin and I don't even know how to get it,pls this sux",2,live.ablo,19/03/21,"It's not as good as you see,i only have males while I also want female friends,and I only travel around 5 countries and it's only in Asia or Africa. wellllllllllllllll I want from America and even Europe, but I need the coin and I don",88.5
9224,"Nice app but sometimes they hide ur friend whom you talk with longer, and which is in your friend list",5,live.ablo,19/03/21,"Nice app but sometimes they hide ur friend whom you talk with longer, and which is on your friend list.",90.0
9225,Why in iran we can not use this app? It is just an app or it is kind of sanctions!!!??????,1,live.ablo,19/03/21,Why in Iran we cannot use this app? It is just an app or it is kind of punishment!!!??????,85.0
9226,Good but need money😂🤣,5,live.ablo,19/03/21,Good but need money,75.0
9227,Nice app to use,5,live.ablo,19/03/21,Nice app to use.,75.0
9228,It's too bad that we can't use ablo Why it is just for young people?,1,live.ablo,18/03/21,It's too bad that we can't use Ablo. Why is it just for young people?,86.7
9229,"It's free to access and meet friends , Translations are neat",5,live.ablo,18/03/21,"It's free to access, and meets friends, translations are neat.",54.5
9230,"If you will report the person who's hateful or abusive that stupid app will block you, most stupid app and biased tooo",1,live.ablo,18/03/21,"If you are reporting the person who's hateful or abusive that stupid app will block you, most stupid app is biased too.",81.8
9231,I travel to the same places all the time,1,live.ablo,18/03/21,I travel to the same places all the time.,88.9
9232,Cool and calm chart app I love..❤️ take five star,5,live.ablo,18/03/21,Cool and calm chart app that I love.. five stars!,60.0
9233,ya its good not much bad,2,live.ablo,18/03/21,ya its good not much bad.,83.3
9234,"It's very nice n great AAP, meeting cool n great people in Ablo🥳",5,live.ablo,18/03/21,"Very nice n great AAP, meeting cool n great people in Ablo!",84.6
9235,"I really liked this App, it is Amazing Everytime you get new friends from different countries",5,live.ablo,18/03/21,"I really liked this App, it is Amazing Everytime you get new friends from different countries",100.0
9236,Is a good app but the conversation time is too short,4,live.ablo,18/03/21,Its a good app but the conversation time is too short.,81.8
9237,It was delightful,5,live.ablo,18/03/21,It was delightful.,66.7
9238,Good,4,live.ablo,18/03/21,Good.,0.0
9239,Why I can't use video call,4,live.ablo,18/03/21,Why I can't use video call?,83.3
9240,I think this app is one of the best to make friends in and out of the world.,1,live.ablo,18/03/21,I think this app is one of the best to make friends in and out of the world.,100.0
9241,8j,4,com.microsoft.office.word,19/03/21,8j,100.0
9242,Nice app,5,live.ablo,18/03/21,Nice app.,50.0
9243,Hehe,5,live.ablo,18/03/21,Hehe.,0.0
9244,It's good application,5,live.ablo,18/03/21,It's good application.,66.7
9245,I am giving one star because of too baad sarvice I get ban because someone Chinese abusing my country and and I abuse him back and they block me 😒 I won't use this aap again,1,live.ablo,18/03/21,I am giving one star because of too baad service I get ban because someone Chinese abusing my country and and I abuse them back and they block me  I won't use this aap again.,88.9
9246,Good,5,live.ablo,18/03/21,Good article.,0.0
9247,Best app for personal growth,5,com.joshtalks.joshskills,19/03/21,Best app for personal growth.,80.0
9248,This app is very helpful for those who want to learn new skills and grow in the life,5,com.joshtalks.joshskills,19/03/21,This app is very useful for those who want to learn new skills and grow in the life.,88.9
9249,I have honestly enjoy and memorize from Josh Skill. In future I will more learning and experimenting from Josh Skill. I really change my Personality with josh Skill learning app.,5,com.joshtalks.joshskills,19/03/21,I have honestly enjoyed and memorized from Josh Skill. In future I will be learning and experimenting from Josh Skill. I really changed my Personality with Josh Skill app.,80.0
9250,Really good application 🤠👍 So please provide short note or PDF,5,com.joshtalks.joshskills,19/03/21,Really good application  So please provide short note or PDF.,81.8
9251,This app is very good for learn english,5,com.joshtalks.joshskills,19/03/21,This app is very good for learning english.,75.0
9252,Very good app for online learning skills.good content & quality.,5,com.joshtalks.joshskills,19/03/21,Very good app for online learning skills.good content & quality.,100.0
9253,Best app for learning skills,5,com.joshtalks.joshskills,19/03/21,Best Apps for Learning Skills.,40.0
9254,Great platform to enhance skills.,5,com.joshtalks.joshskills,19/03/21,A great platform to enhance skills.,80.0
9255,Josh skill is amazing platform to learn or improve soft skills and professional skills. So Many course on there as per your need.,5,com.joshtalks.joshskills,19/03/21,Josh Skills is an amazing platform to learn or improve soft skills and professional skills.So many courses here as per your need.,78.3
9256,Wounderful learning app specially English Speaking and Personality Development cource both r effectively very well explain...,5,com.joshtalks.joshskills,19/03/21,"Wounderful learning app, especially English Speaking and Personality Development, both effectively and very well explained.",56.2
9257,This app is so usefull to all students. And very good,5,com.joshtalks.joshskills,19/03/21,This app is so useful to all students and very good.,63.6
9258,Nice app.... They have good course to learn... I have nice experience..,4,com.joshtalks.joshskills,19/03/21,Nice app.... They have good courses to learn... I have nice experience..,91.7
9259,It's a lot and great knowledge platform On here teacher a great knowledge Teacher language a very creative and simple understand All knowledge on here,5,com.joshtalks.joshskills,19/03/21,"It's a lot and great knowledge platform On here Teacher, a great knowledge Teacher Language, a very creative and simple understand All the knowledge on here is well worth learning.",84.0
9260,It is a very good step from Josh skills app. India number 1 online Learning app,5,com.joshtalks.joshskills,19/03/21,It is a very good step from Josh skills app. India number one online Learning app.,87.5
9261,"I love Josh talk because I improved my English within 3 months , I would like to suggest to my friends and relatives join with Josh talk , thank you",5,com.joshtalks.joshskills,19/03/21,"I love Josh talk because I improved my English within 3 months, I would like to suggest to my friends and relatives join with Josh talk, thank you.",90.0
9262,Yeh app bhut accha hai yeese app life change kar sakte hai 😊,5,com.joshtalks.joshskills,19/03/21,Yeh app bhut accha hai Yeh app life change kar sakte hai!,84.6
9263,Very useful for teaching and wonderful features! Each and every course is worth it!!,4,com.joshtalks.joshskills,19/03/21,Very useful to teach and wonderful features! Each and every course is worth it!!,85.7
9264,perfect way to learning spoken English,5,com.joshtalks.joshskills,19/03/21,perfect way to learn spoken English.,66.7
9265,Totally bakwas app hai. App me problem hi problem hai. Course complete nhi hai adhe adhure hai new class open nhi hoti hai. Aur customer service bhi bekar hai.,1,com.joshtalks.joshskills,19/03/21,Aur customer service bhi bekar hai. Get it now!,93.1
9266,Today's my first day but I learned a lot off things,5,com.joshtalks.joshskills,19/03/21,Today was my first day but I learned a lot of things.,63.6
9267,super,5,com.joshtalks.joshskills,18/03/21,Superimposed upon you by a large-scale computer containing information or data.,0.0
9268,Wow,5,com.microsoft.office.word,19/03/21,Wow!,0.0
9269,Ok,5,com.microsoft.office.word,19/03/21,"Ok,",0.0
9270,Best best app,5,com.microsoft.office.word,19/03/21,Best Apps Best App.,33.3
9271,Good,4,com.microsoft.office.word,19/03/21,Good job!,0.0
9272,Its good and i love using it,5,com.microsoft.office.word,19/03/21,Its good and i love using it.,85.7
9273,VERY GOOD,5,com.microsoft.office.word,19/03/21,VERY GOOD!,50.0
9274,Xx,1,com.microsoft.office.word,19/03/21,Xxaxaxxxaxxxx,0.0
9275,"19Mar21: Nothing has changed. Not bad but. Haven't found how to change font and font size. So far only use is compile word doc on laptop, email it to my phone, open it in the app.",2,com.microsoft.office.word,19/03/21,"19Mar21: Nothing has changed. Not bad but. Haven't found how to change font and font size. So far only use is compile word doc on laptop, email it to my phone, open it in the app.",100.0
9276,Good,1,com.microsoft.office.word,19/03/21,Good luck.,0.0
9277,Japtech industries 7 year,1,com.microsoft.office.word,19/03/21,Japtech Industries 7 year old |,50.0
9278,its good,3,com.microsoft.office.word,19/03/21,its good.,50.0
9279,hi mate I am sure that the best deal with a new,3,com.microsoft.office.word,19/03/21,"hi mate, I am sure of the best deal for a new.",66.7
9280,Good app,5,com.microsoft.office.word,19/03/21,Good app.,50.0
9281,Does what I need very we'll,5,com.microsoft.office.word,19/03/21,Does what I need. We'll help.,33.3
9282,Nice,5,com.microsoft.office.word,19/03/21,Nice!,0.0
9283,I don't like this app!!!!!! There is less options. U can't even put a page color or borders or change the text styles.👿⚡👿👿👿😾👎😭.,1,com.microsoft.office.word,19/03/21,"I don't like this app!!!!!! There is less options. U can't even put a page color, or borders, or change the text styles..",87.0
9284,Excellent,5,com.microsoft.office.word,19/03/21,Excellent.,0.0
9285,Good,5,com.microsoft.office.word,19/03/21,Good.,0.0
9286,Excellent,5,com.microsoft.office.word,19/03/21,Excellent!,0.0
9287,"Not that good actually should be able to copy and paste a picture, resize, brighten and what not, what is this app?",1,com.microsoft.office.word,19/03/21,"Not that good, actually could be able to copy and paste a picture, resize, brighten and what not, what is this app?",90.9
9288,Good,5,com.microsoft.office.word,19/03/21,Good news!,0.0
9289,This app is really good,5,com.microsoft.office.word,19/03/21,This app is really good.,80.0
9290,Excellent,5,com.microsoft.office.word,19/03/21,Excellent!,0.0
9291,"I hate this app; it is so complex to sign up and even then, you must buy office 360 to create a document. I mean, yes, they do give you 30 days free trial, but after that, they just start charging you without permission. Instead, I use google docs because it is totaly free and so easy to set up, and, it is so easy to use (unlike word).Over all, I HATE MICROSOFT WORD! HORRORABLE!!!!!!! I'm so any with it! HATE IT! HATE IT HATE IT HATE IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,com.microsoft.office.word,19/03/21,"I hate this app because it is so complex to sign up and even then, you must buy Office 360 to create a document. I mean, yes, they do give you a 30 day free trial, but after that, they just start charging you without permission. Instead, I use Google Docs because",92.0
9292,Excellent,5,com.microsoft.office.word,19/03/21,Excellent!,0.0
9293,Use it constantly...,5,com.microsoft.office.word,19/03/21,Use it constantly.,66.7
9294,"Mobile version is not as good as desktop version, but really helpful.",3,com.microsoft.office.word,19/03/21,"The mobile version is not as good as the desktop version, but really helpful.",83.3
9295,None,2,com.microsoft.office.word,19/03/21,None,100.0
9296,Very good app,5,com.microsoft.office.word,19/03/21,Very good app.,66.7
9297,"Always use in mobile ,this helps me alot....",5,com.microsoft.office.word,19/03/21,"Always use on mobile,this helped me alot....",62.5
9298,Book,3,com.microsoft.office.word,19/03/21,Book 4,0.0
9299,It's actually awesome and easy to use,3,com.microsoft.office.word,19/03/21,It's actually awesome and easy to use.,85.7
